,id,name,id,team_id,league,division,year,wins,runs_scored,home_runs,batting_avg,ops,avg_age
28,2,Atlanta Braves,29,2,NL,East,2011,89,641,173,0.243,0.695,28.9
29,2,Atlanta Braves,30,2,NL,East,2010,91,738,139,0.258,0.74,28.6
30,2,Atlanta Braves,31,2,NL,East,2009,86,735,149,0.263,0.744,28.8
31,2,Atlanta Braves,32,2,NL,East,2008,72,753,130,0.27,0.753,27.2
32,2,Atlanta Braves,33,2,NL,East,2007,84,810,176,0.275,0.774,27.7
33,2,Atlanta Braves,34,2,NL,East,2006,79,849,222,0.27,0.791,27.5
34,2,Atlanta Braves,35,2,NL,East,2005,90,769,184,0.265,0.768,28.1
35,2,Atlanta Braves,36,2,NL,East,2004,96,803,178,0.27,0.777,28.9
36,2,Atlanta Braves,37,2,NL,East,2003,101,907,235,0.284,0.824,30.3
37,2,Atlanta Braves,38,2,NL,East,2002,101,708,164,0.26,0.741,30.6
38,2,Atlanta Braves,39,2,NL,East,2001,88,729,174,0.26,0.736,30.3
39,2,Atlanta Braves,40,2,NL,East,2000,95,810,179,0.271,0.775,30.8
40,2,Atlanta Braves,41,2,NL,East,1999,103,840,197,0.266,0.777,29.6
41,2,Atlanta Braves,42,2,NL,East,1998,106,826,215,0.272,0.795,28.9
42,2,Atlanta Braves,43,2,NL,East,1997,101,791,174,0.27,0.769,27.9
43,2,Atlanta Braves,44,2,NL,East,1996,96,773,197,0.27,0.765,27.9
44,2,Atlanta Braves,45,2,NL,East,1995,90,645,168,0.25,0.735,27.9
45,2,Atlanta Braves,46,2,NL,East,1994,68,542,137,0.267,0.767,28.2
46,2,Atlanta Braves,47,2,NL,West,1993,104,767,169,0.262,0.739,28.8
47,2,Atlanta Braves,48,2,NL,West,1992,98,682,138,0.254,0.703,28.4
48,2,Atlanta Braves,49,2,NL,West,1991,94,749,141,0.258,0.722,28.0
49,2,Atlanta Braves,50,2,NL,West,1990,65,682,162,0.25,0.706,27.4
50,2,Atlanta Braves,51,2,NL,West,1989,63,584,128,0.234,0.647,28.1
51,2,Atlanta Braves,52,2,NL,West,1988,54,555,96,0.242,0.646,28.9
52,2,Atlanta Braves,53,2,NL,West,1987,69,747,152,0.258,0.742,29.6
53,2,Atlanta Braves,54,2,NL,West,1986,72,615,138,0.25,0.7,29.7
54,2,Atlanta Braves,55,2,NL,West,1985,66,632,126,0.246,0.678,28.1
55,2,Atlanta Braves,56,2,NL,West,1984,80,632,111,0.247,0.678,27.8
56,2,Atlanta Braves,57,2,NL,West,1983,88,746,130,0.272,0.741,27.7
57,2,Atlanta Braves,58,2,NL,West,1982,89,739,146,0.256,0.708,26.9
58,2,Atlanta Braves,59,2,NL,West,1981,50,395,64,0.243,0.655,26.5
59,2,Atlanta Braves,60,2,NL,West,1980,81,630,144,0.25,0.687,26.8
60,2,Atlanta Braves,61,2,NL,West,1979,66,669,126,0.256,0.695,26.4
61,2,Atlanta Braves,62,2,NL,West,1978,69,600,123,0.244,0.677,25.6
62,2,Atlanta Braves,63,2,NL,West,1977,61,678,139,0.254,0.696,25.8
63,2,Atlanta Braves,64,2,NL,West,1976,70,620,82,0.245,0.653,27.8
64,2,Atlanta Braves,65,2,NL,West,1975,67,583,107,0.244,0.659,27.2
65,2,Atlanta Braves,66,2,NL,West,1974,88,661,120,0.249,0.683,28.1
66,2,Atlanta Braves,67,2,NL,West,1973,76,799,206,0.266,0.765,28.0
67,2,Atlanta Braves,68,2,NL,West,1972,70,628,144,0.258,0.71,27.2
68,2,Atlanta Braves,69,2,NL,West,1971,82,643,153,0.257,0.697,27.2
69,2,Atlanta Braves,70,2,NL,West,1970,76,736,160,0.27,0.738,29.5
70,2,Atlanta Braves,71,2,NL,West,1969,93,691,141,0.258,0.7,29.1
71,2,Atlanta Braves,72,2,NL,NL,1968,81,514,80,0.252,0.645,28.7
72,2,Atlanta Braves,73,2,NL,NL,1967,77,631,158,0.24,0.68,28.7
73,2,Atlanta Braves,74,2,NL,NL,1966,85,782,207,0.263,0.75,28.2
74,2,Atlanta Braves,75,2,NL,NL,1965,86,708,196,0.256,0.726,28.0
75,2,Atlanta Braves,76,2,NL,NL,1964,88,803,159,0.272,0.751,27.5
76,2,Atlanta Braves,77,2,NL,NL,1963,84,677,139,0.244,0.683,27.6
77,2,Atlanta Braves,78,2,NL,NL,1962,86,730,181,0.252,0.729,28.1
78,2,Atlanta Braves,79,2,NL,NL,1961,83,712,188,0.258,0.743,28.8
79,2,Atlanta Braves,80,2,NL,NL,1960,88,724,170,0.265,0.741,30.0
80,2,Atlanta Braves,81,2,NL,NL,1959,86,724,177,0.265,0.743,29.5
81,2,Atlanta Braves,82,2,NL,NL,1958,92,675,167,0.266,0.741,28.7
82,2,Atlanta Braves,83,2,NL,NL,1957,95,772,199,0.269,0.769,28.0
83,2,Atlanta Braves,84,2,NL,NL,1956,92,709,177,0.259,0.745,27.5
84,2,Atlanta Braves,85,2,NL,NL,1955,85,743,182,0.261,0.753,27.2
85,2,Atlanta Braves,86,2,NL,NL,1954,89,670,139,0.265,0.728,26.5
86,2,Atlanta Braves,87,2,NL,NL,1953,92,738,156,0.266,0.74,27.5
87,2,Atlanta Braves,88,2,NL,NL,1952,64,569,110,0.233,0.645,28.7
88,2,Atlanta Braves,89,2,NL,NL,1951,76,723,130,0.262,0.73,30.0
89,2,Atlanta Braves,90,2,NL,NL,1950,83,785,148,0.263,0.747,29.3
90,2,Atlanta Braves,91,2,NL,NL,1949,75,706,103,0.258,0.719,29.9
91,2,Atlanta Braves,92,2,NL,NL,1948,91,739,95,0.275,0.757,29.6
92,2,Atlanta Braves,93,2,NL,NL,1947,86,701,85,0.275,0.736,29.5
93,2,Atlanta Braves,94,2,NL,NL,1946,81,630,44,0.264,0.69,29.5
94,2,Atlanta Braves,95,2,NL,NL,1945,67,721,101,0.267,0.708,28.8
95,2,Atlanta Braves,96,2,NL,NL,1944,65,593,79,0.246,0.661,27.7
96,2,Atlanta Braves,97,2,NL,NL,1943,68,465,39,0.233,0.608,26.9
97,2,Atlanta Braves,98,2,NL,NL,1942,59,515,68,0.24,0.635,27.1
98,2,Atlanta Braves,99,2,NL,NL,1941,62,592,48,0.251,0.646,27.7
99,2,Atlanta Braves,100,2,NL,NL,1940,65,623,59,0.256,0.66,26.3
100,2,Atlanta Braves,101,2,NL,NL,1939,63,572,56,0.264,0.662,28.4
101,2,Atlanta Braves,102,2,NL,NL,1938,77,561,54,0.25,0.642,28.6
102,2,Atlanta Braves,103,2,NL,NL,1937,79,579,63,0.247,0.653,28.2
103,2,Atlanta Braves,104,2,NL,NL,1936,71,631,67,0.265,0.678,28.9
104,2,Atlanta Braves,105,2,NL,NL,1935,38,575,75,0.263,0.673,29.3
105,2,Atlanta Braves,106,2,NL,NL,1934,78,683,83,0.272,0.701,29.2
106,2,Atlanta Braves,107,2,NL,NL,1933,83,552,54,0.252,0.644,29.3
107,2,Atlanta Braves,108,2,NL,NL,1932,77,649,63,0.265,0.677,29.7
108,2,Atlanta Braves,109,2,NL,NL,1931,64,533,34,0.258,0.65,30.3
109,2,Atlanta Braves,110,2,NL,NL,1930,70,693,66,0.281,0.719,29.6
110,2,Atlanta Braves,111,2,NL,NL,1929,56,657,33,0.28,0.71,30.6
111,2,Atlanta Braves,112,2,NL,NL,1928,50,631,52,0.275,0.702,29.8
112,2,Atlanta Braves,113,2,NL,NL,1927,60,651,37,0.279,0.688,29.8
113,2,Atlanta Braves,114,2,NL,NL,1926,66,624,16,0.277,0.685,28.6
114,2,Atlanta Braves,115,2,NL,NL,1925,70,708,41,0.292,0.735,28.0
115,2,Atlanta Braves,116,2,NL,NL,1924,53,520,25,0.256,0.633,29.1
116,2,Atlanta Braves,117,2,NL,NL,1923,54,636,32,0.273,0.684,29.4
117,2,Atlanta Braves,118,2,NL,NL,1922,53,596,32,0.263,0.658,29.3
118,2,Atlanta Braves,119,2,NL,NL,1921,79,721,61,0.29,0.739,28.1
119,2,Atlanta Braves,120,2,NL,NL,1920,62,523,23,0.26,0.654,27.9
120,2,Atlanta Braves,121,2,NL,NL,1919,57,465,24,0.253,0.635,28.6
121,2,Atlanta Braves,122,2,NL,NL,1918,53,424,13,0.244,0.614,29.1
122,2,Atlanta Braves,123,2,NL,NL,1917,72,536,22,0.246,0.629,27.8
123,2,Atlanta Braves,124,2,NL,NL,1916,89,542,22,0.233,0.607,27.9
124,2,Atlanta Braves,125,2,NL,NL,1915,83,582,17,0.24,0.64,27.5
125,2,Atlanta Braves,126,2,NL,NL,1914,94,657,35,0.251,0.658,25.7
126,2,Atlanta Braves,127,2,NL,NL,1913,69,641,32,0.256,0.661,26.2
127,2,Atlanta Braves,128,2,NL,NL,1912,52,693,35,0.273,0.696,27.4
128,2,Atlanta Braves,129,2,NL,NL,1911,44,699,37,0.267,0.695,27.8
129,2,Atlanta Braves,130,2,NL,NL,1910,53,495,31,0.246,0.618,26.5
130,2,Atlanta Braves,131,2,NL,NL,1909,45,435,14,0.223,0.559,27.1
131,2,Atlanta Braves,132,2,NL,NL,1908,63,537,17,0.239,0.596,30.8
132,2,Atlanta Braves,133,2,NL,NL,1907,58,502,22,0.243,0.617,28.4
133,2,Atlanta Braves,134,2,NL,NL,1906,49,408,16,0.226,0.567,27.5
134,2,Atlanta Braves,135,2,NL,NL,1905,51,468,17,0.234,0.576,28.5
135,2,Atlanta Braves,136,2,NL,NL,1904,55,491,24,0.237,0.587,27.6
136,2,Atlanta Braves,137,2,NL,NL,1903,58,578,25,0.245,0.63,27.6
137,2,Atlanta Braves,138,2,NL,NL,1902,73,572,14,0.249,0.618,28.7
138,2,Atlanta Braves,139,2,NL,NL,1901,69,531,28,0.249,0.608,29.6
139,2,Atlanta Braves,140,2,NL,NL,1900,66,778,48,0.283,0.715,29.7
140,2,Atlanta Braves,141,2,NL,NL,1899,95,858,39,0.287,0.722,29.4
141,2,Atlanta Braves,142,2,NL,NL,1898,102,872,53,0.29,0.722,28.5
142,2,Atlanta Braves,143,2,NL,NL,1897,93,1025,45,0.319,0.804,28.1
143,2,Atlanta Braves,144,2,NL,NL,1896,74,865,36,0.301,0.756,28.1
144,2,Atlanta Braves,145,2,NL,NL,1895,71,911,54,0.29,0.754,28.2
145,2,Atlanta Braves,146,2,NL,NL,1894,83,1220,103,0.331,0.885,27.5
146,2,Atlanta Braves,147,2,NL,NL,1893,86,1008,65,0.29,0.763,28.3
147,2,Atlanta Braves,148,2,NL,NL,1892,102,862,34,0.25,0.652,27.6
148,2,Atlanta Braves,149,2,NL,NL,1891,87,847,53,0.255,0.694,27.2
149,2,Atlanta Braves,150,2,NL,NL,1890,76,763,31,0.258,0.683,27.1
150,2,Atlanta Braves,151,2,NL,NL,1889,83,826,42,0.27,0.706,28.9
151,2,Atlanta Braves,152,2,NL,NL,1888,70,669,56,0.245,0.642,27.7
152,2,Atlanta Braves,153,2,NL,NL,1887,61,834,53,0.277,0.727,27.7
153,2,Atlanta Braves,154,2,NL,NL,1886,56,657,24,0.26,0.643,27.8
154,2,Atlanta Braves,155,2,NL,NL,1885,46,528,22,0.232,0.579,27.0
155,2,Atlanta Braves,156,2,NL,NL,1884,73,684,36,0.254,0.64,27.0
156,2,Atlanta Braves,157,2,NL,NL,1883,63,669,34,0.276,0.708,25.9
157,2,Atlanta Braves,158,2,NL,NL,1882,45,472,15,0.264,0.641,26.3
158,2,Atlanta Braves,159,2,NL,NL,1881,38,347,5,0.251,0.595,26.3
159,2,Atlanta Braves,160,2,NL,NL,1880,40,416,20,0.253,0.62,26.6
160,2,Atlanta Braves,161,2,NL,NL,1879,54,562,20,0.274,0.662,25.6
161,2,Atlanta Braves,162,2,NL,NL,1878,41,298,2,0.241,0.553,26.4
162,2,Atlanta Braves,163,2,NL,NL,1877,42,419,4,0.296,0.685,26.1
163,2,Atlanta Braves,164,2,NL,NL,1876,39,471,9,0.266,0.609,24.7
164,3,Baltimore Orioles,165,3,AL,East,2018,47,622,188,0.239,0.689,28.4
165,3,Baltimore Orioles,166,3,AL,East,2017,75,743,232,0.26,0.747,28.6
166,3,Baltimore Orioles,167,3,AL,East,2016,89,744,253,0.256,0.76,28.5
167,3,Baltimore Orioles,168,3,AL,East,2015,81,713,217,0.25,0.728,27.9
168,3,Baltimore Orioles,169,3,AL,East,2014,96,705,211,0.256,0.734,28.3
169,3,Baltimore Orioles,170,3,AL,East,2013,85,745,212,0.26,0.744,27.8
170,3,Baltimore Orioles,171,3,AL,East,2012,93,712,214,0.247,0.728,28.0
171,3,Baltimore Orioles,172,3,AL,East,2011,69,708,191,0.257,0.729,28.3
172,3,Baltimore Orioles,173,3,AL,East,2010,66,613,133,0.259,0.702,28.6
173,3,Baltimore Orioles,174,3,AL,East,2009,64,741,160,0.268,0.747,28.7
174,3,Baltimore Orioles,175,3,AL,East,2008,68,782,172,0.267,0.762,30.1
175,3,Baltimore Orioles,176,3,AL,East,2007,69,756,142,0.272,0.746,30.4
176,3,Baltimore Orioles,177,3,AL,East,2006,70,768,164,0.277,0.763,30.4
177,3,Baltimore Orioles,178,3,AL,East,2005,74,729,189,0.269,0.761,31.5
178,3,Baltimore Orioles,179,3,AL,East,2004,78,842,169,0.281,0.776,30.5
179,3,Baltimore Orioles,180,3,AL,East,2003,71,743,152,0.268,0.729,29.3
180,3,Baltimore Orioles,181,3,AL,East,2002,67,667,165,0.246,0.712,29.2
181,3,Baltimore Orioles,182,3,AL,East,2001,63,687,136,0.248,0.699,30.2
182,3,Baltimore Orioles,183,3,AL,East,2000,74,794,184,0.272,0.776,32.2
183,3,Baltimore Orioles,184,3,AL,East,1999,78,851,203,0.279,0.8,32.5
184,3,Baltimore Orioles,185,3,AL,East,1998,79,817,214,0.273,0.794,33.2
185,3,Baltimore Orioles,186,3,AL,East,1997,98,812,196,0.268,0.77,31.7
186,3,Baltimore Orioles,187,3,AL,East,1996,88,949,257,0.274,0.822,31.2
187,3,Baltimore Orioles,188,3,AL,East,1995,71,704,173,0.262,0.77,30.0
188,3,Baltimore Orioles,189,3,AL,East,1994,63,589,139,0.272,0.787,30.2
189,3,Baltimore Orioles,190,3,AL,East,1993,85,786,157,0.267,0.759,29.4
190,3,Baltimore Orioles,191,3,AL,East,1992,89,705,148,0.259,0.738,28.4
191,3,Baltimore Orioles,192,3,AL,East,1991,67,686,170,0.254,0.72,28.2
192,3,Baltimore Orioles,193,3,AL,East,1990,76,669,132,0.245,0.7,27.4
193,3,Baltimore Orioles,194,3,AL,East,1989,87,708,129,0.252,0.705,27.1
194,3,Baltimore Orioles,195,3,AL,East,1988,54,550,137,0.238,0.664,27.7
195,3,Baltimore Orioles,196,3,AL,East,1987,67,729,211,0.258,0.74,30.2
196,3,Baltimore Orioles,197,3,AL,East,1986,73,708,169,0.258,0.722,29.8
197,3,Baltimore Orioles,198,3,AL,East,1985,83,818,214,0.263,0.765,29.6
198,3,Baltimore Orioles,199,3,AL,East,1984,85,681,160,0.252,0.719,29.9
199,3,Baltimore Orioles,200,3,AL,East,1983,98,799,168,0.269,0.761,29.8
200,3,Baltimore Orioles,201,3,AL,East,1982,94,774,179,0.266,0.76,29.6
201,3,Baltimore Orioles,202,3,AL,East,1981,59,429,88,0.251,0.708,30.3
202,3,Baltimore Orioles,203,3,AL,East,1980,100,805,156,0.273,0.755,29.7
203,3,Baltimore Orioles,204,3,AL,East,1979,102,757,181,0.261,0.755,28.9
204,3,Baltimore Orioles,205,3,AL,East,1978,90,659,154,0.258,0.722,28.1
205,3,Baltimore Orioles,206,3,AL,East,1977,97,719,148,0.261,0.722,27.9
206,3,Baltimore Orioles,207,3,AL,East,1976,88,619,119,0.243,0.667,29.5
207,3,Baltimore Orioles,208,3,AL,East,1975,90,682,124,0.252,0.699,30.3
208,3,Baltimore Orioles,209,3,AL,East,1974,91,659,116,0.256,0.692,29.0
209,3,Baltimore Orioles,210,3,AL,East,1973,97,754,119,0.266,0.734,28.2
210,3,Baltimore Orioles,211,3,AL,East,1972,80,519,100,0.229,0.641,28.8
211,3,Baltimore Orioles,212,3,AL,East,1971,101,742,158,0.261,0.745,29.9
212,3,Baltimore Orioles,213,3,AL,East,1970,108,792,179,0.257,0.745,28.8
213,3,Baltimore Orioles,214,3,AL,East,1969,109,779,175,0.265,0.756,28.2
214,3,Baltimore Orioles,215,3,AL,AL,1968,91,579,133,0.225,0.656,26.9
215,3,Baltimore Orioles,216,3,AL,AL,1967,76,654,138,0.24,0.682,26.9
216,3,Baltimore Orioles,217,3,AL,AL,1966,97,755,175,0.258,0.733,27.0
217,3,Baltimore Orioles,218,3,AL,AL,1965,94,641,125,0.238,0.67,27.4
218,3,Baltimore Orioles,219,3,AL,AL,1964,97,679,162,0.248,0.703,27.9
219,3,Baltimore Orioles,220,3,AL,AL,1963,86,644,146,0.249,0.69,27.4
220,3,Baltimore Orioles,221,3,AL,AL,1962,77,652,156,0.248,0.701,27.3
221,3,Baltimore Orioles,222,3,AL,AL,1961,95,691,149,0.254,0.716,27.4
222,3,Baltimore Orioles,223,3,AL,AL,1960,89,682,123,0.253,0.709,27.8
223,3,Baltimore Orioles,224,3,AL,AL,1959,74,551,109,0.238,0.655,30.1
224,3,Baltimore Orioles,225,3,AL,AL,1958,74,521,108,0.241,0.658,29.2
225,3,Baltimore Orioles,226,3,AL,AL,1957,76,597,87,0.252,0.671,29.1
226,3,Baltimore Orioles,227,3,AL,AL,1956,69,571,91,0.244,0.67,28.2
227,3,Baltimore Orioles,228,3,AL,AL,1955,57,540,54,0.24,0.634,29.3
228,3,Baltimore Orioles,229,3,AL,AL,1954,54,483,52,0.251,0.651,29.8
229,3,Baltimore Orioles,230,3,AL,AL,1953,54,555,112,0.249,0.68,28.3
230,3,Baltimore Orioles,231,3,AL,AL,1952,64,604,82,0.25,0.677,27.6
231,3,Baltimore Orioles,232,3,AL,AL,1951,52,611,86,0.247,0.674,27.0
232,3,Baltimore Orioles,233,3,AL,AL,1950,58,684,106,0.246,0.707,25.5
233,3,Baltimore Orioles,234,3,AL,AL,1949,53,667,117,0.254,0.715,27.6
234,3,Baltimore Orioles,235,3,AL,AL,1948,59,671,63,0.271,0.722,27.1
235,3,Baltimore Orioles,236,3,AL,AL,1947,59,564,90,0.241,0.67,28.4
236,3,Baltimore Orioles,237,3,AL,AL,1946,66,621,84,0.251,0.669,29.2
237,3,Baltimore Orioles,238,3,AL,AL,1945,81,597,63,0.249,0.657,30.4
238,3,Baltimore Orioles,239,3,AL,AL,1944,89,684,72,0.252,0.675,29.8
239,3,Baltimore Orioles,240,3,AL,AL,1943,72,596,78,0.245,0.67,29.2
240,3,Baltimore Orioles,241,3,AL,AL,1942,82,730,98,0.259,0.722,28.7
241,3,Baltimore Orioles,242,3,AL,AL,1941,70,765,91,0.266,0.75,28.1
242,3,Baltimore Orioles,243,3,AL,AL,1940,67,757,118,0.263,0.734,28.1
243,3,Baltimore Orioles,244,3,AL,AL,1939,43,733,91,0.268,0.72,27.4
244,3,Baltimore Orioles,245,3,AL,AL,1938,55,755,92,0.281,0.752,27.9
245,3,Baltimore Orioles,246,3,AL,AL,1937,46,715,71,0.285,0.747,28.4
246,3,Baltimore Orioles,247,3,AL,AL,1936,57,804,79,0.279,0.758,29.4
247,3,Baltimore Orioles,248,3,AL,AL,1935,65,718,73,0.27,0.727,28.1
248,3,Baltimore Orioles,249,3,AL,AL,1934,67,674,62,0.268,0.708,27.2
249,3,Baltimore Orioles,250,3,AL,AL,1933,55,669,64,0.253,0.681,27.8
250,3,Baltimore Orioles,251,3,AL,AL,1932,63,736,67,0.276,0.728,27.5
251,3,Baltimore Orioles,252,3,AL,AL,1931,63,721,76,0.271,0.722,27.5
252,3,Baltimore Orioles,253,3,AL,AL,1930,64,751,75,0.268,0.724,28.8
253,3,Baltimore Orioles,254,3,AL,AL,1929,79,733,46,0.276,0.733,29.3
254,3,Baltimore Orioles,255,3,AL,AL,1928,82,772,63,0.274,0.739,28.5
255,3,Baltimore Orioles,256,3,AL,AL,1927,59,724,55,0.276,0.718,31.4
256,3,Baltimore Orioles,257,3,AL,AL,1926,62,682,72,0.276,0.73,29.8
257,3,Baltimore Orioles,258,3,AL,AL,1925,82,900,110,0.298,0.799,29.3
258,3,Baltimore Orioles,259,3,AL,AL,1924,74,769,67,0.295,0.763,29.8
259,3,Baltimore Orioles,260,3,AL,AL,1923,74,688,82,0.281,0.737,29.5
260,3,Baltimore Orioles,261,3,AL,AL,1922,93,867,98,0.313,0.827,29.0
261,3,Baltimore Orioles,262,3,AL,AL,1921,81,835,67,0.304,0.782,27.8
262,3,Baltimore Orioles,263,3,AL,AL,1920,76,797,50,0.308,0.783,28.5
263,3,Baltimore Orioles,264,3,AL,AL,1919,67,533,31,0.264,0.681,28.7
264,3,Baltimore Orioles,265,3,AL,AL,1918,58,426,5,0.259,0.651,28.3
265,3,Baltimore Orioles,266,3,AL,AL,1917,57,510,15,0.246,0.62,28.1
266,3,Baltimore Orioles,267,3,AL,AL,1916,79,588,14,0.245,0.639,28.2
267,3,Baltimore Orioles,268,3,AL,AL,1915,63,522,19,0.246,0.629,27.3
268,3,Baltimore Orioles,269,3,AL,AL,1914,71,523,17,0.243,0.625,26.8
269,3,Baltimore Orioles,270,3,AL,AL,1913,57,528,18,0.237,0.618,26.3
270,3,Baltimore Orioles,271,3,AL,AL,1912,53,552,19,0.248,0.635,27.7
271,3,Baltimore Orioles,272,3,AL,AL,1911,45,567,17,0.239,0.619,28.0
272,3,Baltimore Orioles,273,3,AL,AL,1910,47,451,12,0.218,0.556,28.2
273,3,Baltimore Orioles,274,3,AL,AL,1909,61,441,10,0.232,0.566,30.0
274,3,Baltimore Orioles,275,3,AL,AL,1908,83,544,20,0.245,0.607,30.0
275,3,Baltimore Orioles,276,3,AL,AL,1907,69,541,10,0.253,0.62,30.4
276,3,Baltimore Orioles,277,3,AL,AL,1906,76,560,20,0.247,0.616,28.7
277,3,Baltimore Orioles,278,3,AL,AL,1905,54,512,16,0.232,0.577,29.1
278,3,Baltimore Orioles,279,3,AL,AL,1904,65,481,10,0.239,0.585,29.4
279,3,Baltimore Orioles,280,3,AL,AL,1903,65,500,12,0.244,0.607,28.4
280,3,Baltimore Orioles,281,3,AL,AL,1902,78,619,29,0.265,0.676,27.9
281,3,Baltimore Orioles,282,3,AL,AL,1901,48,641,26,0.261,0.658,26.3
282,4,Boston Red Sox,283,4,AL,East,2018,108,876,208,0.268,0.792,27.7
283,4,Boston Red Sox,284,4,AL,East,2017,93,785,168,0.258,0.736,27.3
284,4,Boston Red Sox,285,4,AL,East,2016,93,878,208,0.282,0.81,28.5
285,4,Boston Red Sox,286,4,AL,East,2015,78,748,161,0.265,0.74,28.3
286,4,Boston Red Sox,287,4,AL,East,2014,71,634,123,0.244,0.684,29.2
287,4,Boston Red Sox,288,4,AL,East,2013,97,853,178,0.277,0.795,29.6
288,4,Boston Red Sox,289,4,AL,East,2012,69,734,165,0.26,0.73,29.4
289,4,Boston Red Sox,290,4,AL,East,2011,90,875,203,0.28,0.81,30.1
290,4,Boston Red Sox,291,4,AL,East,2010,89,818,211,0.268,0.79,30.9
291,4,Boston Red Sox,292,4,AL,East,2009,95,872,212,0.27,0.806,30.0
292,4,Boston Red Sox,293,4,AL,East,2008,95,845,173,0.28,0.805,29.8
293,4,Boston Red Sox,294,4,AL,East,2007,96,867,166,0.279,0.806,30.1
294,4,Boston Red Sox,295,4,AL,East,2006,86,820,192,0.269,0.786,30.5
295,4,Boston Red Sox,296,4,AL,East,2005,95,910,199,0.281,0.811,31.3
296,4,Boston Red Sox,297,4,AL,East,2004,98,949,222,0.282,0.832,30.4
297,4,Boston Red Sox,298,4,AL,East,2003,95,961,238,0.289,0.851,29.7
298,4,Boston Red Sox,299,4,AL,East,2002,93,859,177,0.277,0.789,29.9
299,4,Boston Red Sox,300,4,AL,East,2001,82,772,198,0.266,0.773,30.0
300,4,Boston Red Sox,301,4,AL,East,2000,85,792,167,0.267,0.764,29.3
301,4,Boston Red Sox,302,4,AL,East,1999,94,836,176,0.278,0.798,28.9
302,4,Boston Red Sox,303,4,AL,East,1998,92,876,205,0.28,0.81,28.8
303,4,Boston Red Sox,304,4,AL,East,1997,78,851,185,0.291,0.815,28.0
304,4,Boston Red Sox,305,4,AL,East,1996,85,928,209,0.283,0.816,28.4
305,4,Boston Red Sox,306,4,AL,East,1995,86,791,175,0.28,0.812,28.6
306,4,Boston Red Sox,307,4,AL,East,1994,54,552,120,0.263,0.755,29.8
307,4,Boston Red Sox,308,4,AL,East,1993,80,686,114,0.264,0.725,29.6
308,4,Boston Red Sox,309,4,AL,East,1992,73,599,84,0.246,0.668,28.7
309,4,Boston Red Sox,310,4,AL,East,1991,84,731,126,0.269,0.741,28.9
310,4,Boston Red Sox,311,4,AL,East,1990,88,699,106,0.272,0.739,28.9
311,4,Boston Red Sox,312,4,AL,East,1989,83,774,108,0.277,0.754,29.4
312,4,Boston Red Sox,313,4,AL,East,1988,89,813,124,0.283,0.777,28.7
313,4,Boston Red Sox,314,4,AL,East,1987,78,842,174,0.278,0.781,28.8
314,4,Boston Red Sox,315,4,AL,East,1986,95,794,144,0.271,0.761,30.6
